Data Name,Data Name Link,Data Source,Data Source Link
Transition rate from primary to secondary level,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a99%3bcrID%3a79,Gender Info,javascript:;
Net attendance ratio in primary education (NAR),https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a99%3bcrID%3a483%2c484%2c494%2c535,The State of the World’s Children,javascript:;
BCG immunization coverage among 1-year-olds (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS4_543%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Proportion of households consuming iodized salt,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a114%3bcrID%3a483%2c535,The State of the World’s Children,javascript:;
Number of pharmaceutical technicians/assistants,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aHRH_05%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
IDA resource allocation index (1=low to 6=high),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIQ.CPA.IRAI.XQ%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS,World Development Indicators,javascript:;
Number of environment and public health workers,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aHRH_12%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
CPIA social protection rating (1=low to 6=high),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIQ.CPA.PROT.XQ%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS,World Development Indicators,javascript:;
"Wood pellets, briquettes and other agglomerates",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1696%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Rate of natural increase (per 1,000 population)",https://data.un.org/Data.aspx?q=africa&d=PopDiv&f=variableID%3a142%3bcrID%3a1833%2c1834%2c710%2c903%2c910%2c911%2c912%2c913%2c914,World Population Prospects: The 2022 Revision,javascript:;
Lower Secondary education Gross enrolment ratio,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aGER_2%3bref_area%3aMDG_NAFR%2cMDG_SSA%2cZAF,UIS Data Centre,javascript:;
Upper Secondary education Gross enrolment ratio,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aGER_3%3bref_area%3aMDG_NAFR%2cMDG_SSA%2cZAF,UIS Data Centre,javascript:;
"Men's or boys' shirts, not knitted or crocheted",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a28232-1%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
"Youth literacy rate, population 15-24 years (%)",https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aLR_AG15T24%3bref_area%3aMDG_NAFR%2cMDG_SSA%2cZAF,UIS Data Centre,javascript:;
Armed forces personnel (% of total labor force),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aMS.MIL.TOTL.TF.ZS%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
Primary education (ISCED 1) Pupil-teacher ratio,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aPTRHC_1%3bref_area%3aZAF,UIS Data Centre,javascript:;
Healthy life expectancy (HALE) at birth (years),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHOSIS_000002%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Fiber board of wood or other ligneous materials,https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a31440-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Number of Other supporting staff (Female) in HC,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aST_21107%3bref_area%3aZAF,UIS Data Centre,javascript:;
Government expenditure on education as % of GDP,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aXGDP_FSGOV%3bref_area%3aZAF,UIS Data Centre,javascript:;
Outflows by status at time of departure and sex,https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a402%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
"Meat of cattle with the bone, fresh or chilled (indigenous)",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a944%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Cheese from milk of buffalo, fresh or processed",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a955%3bcountryCode%3a5100%2c5101%2c5103,FAOSTAT,javascript:;
"Edible offal of sheep, fresh, chilled or frozen",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a978%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Net freshwater supplied by water supply industry,https://data.un.org/Data.aspx?q=africa&d=ENV&f=variableID%3a29%3bcountryID%3a710,Environment Statistics Database,javascript:;
"Population by age, sex and urban/rural residence",https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a22%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
Prevalence of HIV among adults aged 15 to 49 (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aMDG_0000000029%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Antenatal care coverage for at least four visits,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a45%3bcrID%3a79,Gender Info,javascript:;
Twelve month retention on antiretroviral therapy,https://data.un.org/Data.aspx?q=africa&d=UNAIDS&f=inID%3a47%3bcrID%3a204,UNAIDS Data,javascript:;
Percent of births delivered by caesarean section,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a48%3bcrID%3a79,Gender Info,javascript:;
Balance of payments - Reserves and related items,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3a79%3bCountryCode%3a199,International Financial Statistics,javascript:;
Primary education (ISCED 1) Enrolment All Grades,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aE_1_GA%3bref_area%3aZAF,UIS Data Centre,javascript:;
Gender parity index for tertiary gross enrolment,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a73%3bcrID%3a79,Gender Info,javascript:;
Full immunization coverage among 1-year-olds (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3afull%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Butter and other fats and oils derived from milk,https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a22940-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Women's share of tertiary enrolment in education,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a77%3bcrID%3a79,Gender Info,javascript:;
Women's share of teachers in secondary education,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a89%3bcrID%3a79,Gender Info,javascript:;
"Printing and writing papers, uncoated, wood free",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1615%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Time required to start a business, female (days)",https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIC.REG.DURS.FE%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
"Spirits, liqueurs and other spirituous beverages",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a24130-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
"Deaths by cause of death, age and sex (WHO data)",https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a105%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
Ratio of adult literacy rate of females to males,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a122%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
Antenatal care coverage for at least four visits,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a155%3bcrID%3a483%2c484%2c494%2c535,The State of the World’s Children,javascript:;
Primary education (ISCED 1) Repeaters All Grades,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aR_1%3bref_area%3aZAF,UIS Data Centre,javascript:;
Japanese encephalitis - number of reported cases,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS3_42%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Proportion of households owning at least one ITN,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a217%3bcrID%3a483%2c484%2c535,The State of the World’s Children,javascript:;
Number of Other supporting staff (Female) in FTE,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aST_20107%3bref_area%3aZAF,UIS Data Centre,javascript:;
Primary education (ISCED 1) Theoretical Duration,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aTHDUR_1%3bref_area%3aZAF,UIS Data Centre,javascript:;
"Edible offal of cattle, fresh, chilled or frozen",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a868%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Fixed-telephone subscriptions per 100 inhabitants,https://data.un.org/Data.aspx?q=africa&d=ITU&f=ind1Code%3aI91%3bcountryCode%3aZAF,World Telecommunication/ICT Indicators Database,javascript:;
People who inject drugs: Safe injecting practices,https://data.un.org/Data.aspx?q=africa&d=UNAIDS&f=inID%3a16%3bcrID%3a278%2c281%2c901%2c902,UNAIDS Data,javascript:;
"Net financial flows, bilateral (NFL, current US$)",https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aDT.NFL.BLAT.CD%3bCountry_Code%3aMNA%2cSSA%2cZAF,World Development Indicators,javascript:;
Civil registration coverage of cause-of-death (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS10_8%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
"Trade of goods, US$, HS, 43 Furskins and artificial fur; manufactures thereof",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a44%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
Primary education (ISCED 1) Drop-out rate Grade 1,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aDR_1_G1%3bref_area%3aZAF,UIS Data Centre,javascript:;
Primary education (ISCED 1) Drop-out rate Grade 2,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aDR_1_G2%3bref_area%3aZAF,UIS Data Centre,javascript:;
Primary education (ISCED 1) Drop-out rate Grade 3,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aDR_1_G3%3bref_area%3aZAF,UIS Data Centre,javascript:;
Primary education (ISCED 1) Drop-out rate Grade 4,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aDR_1_G4%3bref_area%3aZAF,UIS Data Centre,javascript:;
Primary education (ISCED 1) Drop-out rate Grade 5,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aDR_1_G5%3bref_area%3aZAF,UIS Data Centre,javascript:;
Primary education (ISCED 1) Drop-out rate Grade 6,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aDR_1_G6%3bref_area%3aZAF,UIS Data Centre,javascript:;
"Number of births, both sexes combined (thousands)",https://data.un.org/Data.aspx?q=africa&d=PopDiv&f=variableID%3a51%3bcrID%3a1833%2c1834%2c710%2c903%2c910%2c911%2c912%2c913%2c914,World Population Prospects: The 2022 Revision,javascript:;
National accounts - Gross fixed capital formation,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3a93%3bCountryCode%3a199,International Financial Statistics,javascript:;
"Number of deaths, both sexes combined (thousands)",https://data.un.org/Data.aspx?q=africa&d=PopDiv&f=variableID%3a64%3bcrID%3a1833%2c1834%2c710%2c903%2c910%2c911%2c912%2c913%2c914,World Population Prospects: The 2022 Revision,javascript:;
Gender parity index for secondary gross enrolment,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a72%3bcrID%3a79,Gender Info,javascript:;
"Milk and cream, condensed (industrial production)",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a22920-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
"Printing and writing papers, uncoated, mechanical",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1612%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Case detection rate for all forms of tuberculosis,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aTB_1%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Prevalence of wasting (moderate and severe) - WHO,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a108%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
"Carpets and other textile floor coverings, tufted",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a27230-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Primary education (ISCED 1) Gross enrolment ratio,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aGER_1%3bref_area%3aMDG_NAFR%2cMDG_SSA%2cZAF,UIS Data Centre,javascript:;
Proportion of new borns protected against tetanus,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a146%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
"Women's or girls' suits, not knitted or crocheted",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a28233-2%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Current users of any tobacco product (youth rate),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aTOBACCO_0000000344%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Average dietary energy supply adequacy (percent) (3-year average),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a21010%3bcountryCode%3a202%2c420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
% of Expenditure in R&D (GERD) funded from Abroad,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aST_SCGERDFA%3bref_area%3aZAF,UIS Data Centre,javascript:;
Primary education (ISCED 1) Theoretical Entry Age,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aTHAGE_1%3bref_area%3aZAF,UIS Data Centre,javascript:;
Theoretical duration of lower secondary education,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aTHDUR_2_A_GPV%3bref_area%3aZAF,UIS Data Centre,javascript:;
Theoretical duration of upper secondary education,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aTHDUR_3_A_GPV%3bref_area%3aZAF,UIS Data Centre,javascript:;
"Other stimulant, spice and aromatic crops, n.e.c.",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a723%3bcountryCode%3a5100%2c5101%2c5102%2c5103%2c5105,FAOSTAT,javascript:;
"Edible offal of buffalo, fresh, chilled or frozen",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a948%3bcountryCode%3a5100%2c5103,FAOSTAT,javascript:;
Proportion of population below $1.25 (PPP) per day,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a1%3bcrID%3a483%2c484%2c494%2c535,The State of the World’s Children,javascript:;
"External debt stocks, long-term (DOD, current US$)",https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aDT.DOD.DLXF.CD%3bCountry_Code%3aMNA%2cSSA%2cZAF,World Development Indicators,javascript:;
People who inject drugs: Number of needles per IDU,https://data.un.org/Data.aspx?q=africa&d=UNAIDS&f=inID%3a14%3bcrID%3a278%2c281%2c901,UNAIDS Data,javascript:;
Total population supplied by water supply industry,https://data.un.org/Data.aspx?q=africa&d=ENV&f=variableID%3a277%3bcountryID%3a710,Environment Statistics Database,javascript:;
HIV/AIDS rate among population 15-24 yr (estimate),https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a25%3bcrID%3a79,Gender Info,javascript:;
"Population by type of living quarters, age and sex",https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a46%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
Sex ratio at birth (male births per female births),https://data.un.org/Data.aspx?q=africa&d=PopDiv&f=variableID%3a52%3bcrID%3a1833%2c1834%2c710%2c903%2c910%2c911%2c912%2c913%2c914,World Population Prospects: The 2022 Revision,javascript:;
Power outages in firms in a typical month (number),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIC.ELC.OUTG%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
Firms experiencing electrical outages (% of firms),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIC.ELC.OUTG.ZS%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
National accounts - Net primary income from abroad,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3a98%3bCountryCode%3a199,International Financial Statistics,javascript:;
Informal payments to public officials (% of firms),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIC.FRM.CORR.ZS%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
Women's share of tertiary enrolment in agriculture,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a82%3bcrID%3a79,Gender Info,javascript:;
Central government expenditure allocated to health,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a85%3bcrID%3a483%2c485%2c494%2c535,The State of the World’s Children,javascript:;
Women's share of teachers in pre-primary education,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a87%3bcrID%3a79,Gender Info,javascript:;
"Trade of goods, US$, HS, 93 Arms and ammunition; parts and accessories thereof",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a93%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
Prevalence of stunting (moderate and severe) - WHO,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a106%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
"Industrial roundwood, non-coniferous non-tropical (export/import)",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1670%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Carpets and other textile floor coverings, knotted",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a27210-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Number of community and traditional health workers,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aHRH_22%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Other health workers density (per 1000 population),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aHRH_30%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Primary education (ISCED 1) Net enrolment rate GPI,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aNER_1_GPI%3bref_area%3aMDG_NAFR%2cMDG_SSA%2cZAF,UIS Data Centre,javascript:;
Number of severely food insecure people (million) (annual value),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a210070%3bcountryCode%3a420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
Number of severely food insecure people (million) (3-year average),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a210071%3bcountryCode%3a202%2c420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
Rate of out of school. Primary education (ISCED 1),https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aROFST_1%3bref_area%3aZAF,UIS Data Centre,javascript:;
Gross enrolment ratio in lower secondary education,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a225%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
"Liquefied petroleum gas, from petroleum refineries",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a33400-2%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Gross enrolment ratio in upper secondary education,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a226%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
Teaching staff in pre-primary education (ISCED 02),https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aT_0%3bref_area%3aMDG_NAFR%2cMDG_SSA%2cZAF,UIS Data Centre,javascript:;
